X--Trace 1::[I(Q6[IC])],Y--Trace 1::[I(Q6[IC])]
5.83,0.000149368
5.84,0.000149369
5.85,0.00014937
5.86,0.00014937
5.87,0.000149371
5.88,0.000149371
5.89,0.000149372
5.9,0.000149372
5.91,0.000149373
5.92,0.000149374
5.93,0.000149374
5.94,0.000149375
5.95,0.000149375
5.96,0.000149376
5.97,0.000149376
5.98,0.000149377
5.99,0.000149378
6,0.000149378
6.01,0.000149379
6.02,0.000149379
6.03,0.00014938
6.04,0.00014938
6.05,0.000149381
6.06,0.000149381
6.07,0.000149382
6.08,0.000149383
6.09,0.000149383
6.1,0.000149384
6.11,0.000149384
6.12,0.000149385
6.13,0.000149385
6.14,0.000149386
6.15,0.000149387
6.16,0.000149387
6.17,0.000149388
6.18,0.000149388
6.19,0.000149389
6.2,0.000149389
6.21,0.00014939
6.22,0.000149391
6.23,0.000149391
6.24,0.000149392
6.25,0.000149392
6.26,0.000149393
6.27,0.000149393
6.28,0.000149394
6.29,0.000149394
6.3,0.000149395
6.31,0.000149396
6.32,0.000149396
6.33,0.000149397
6.34,0.000149397
6.35,0.000149398
6.36,0.000149398
6.37,0.000149399
6.38,0.0001494
6.39,0.0001494
6.4,0.000149401
6.41,0.000149401
6.42,0.000149402
6.43,0.000149402
6.44,0.000149403
6.45,0.000149403
6.46,0.000149404
6.47,0.000149405
6.48,0.000149405
6.49,0.000149406
6.5,0.000149406
6.51,0.000149407
6.52,0.000149407
6.53,0.000149408
6.54,0.000149409
6.55,0.000149409
6.56,0.00014941
6.57,0.00014941
6.58,0.000149411
6.59,0.000149411
6.6,0.000149412
6.61,0.000149412
6.62,0.000149413
6.63,0.000149414
6.64,0.000149414
6.65,0.000149415
6.66,0.000149415
6.67,0.000149416
6.68,0.000149416
6.69,0.000149417
6.7,0.000149418
6.71,0.000149418
6.72,0.000149419
6.73,0.000149419
6.74,0.00014942
6.75,0.00014942
6.76,0.000149421
6.77,0.000149421
6.78,0.000149422
6.79,0.000149423
6.8,0.000149423
6.81,0.000149424
6.82,0.000149424
6.83,0.000149425
6.84,0.000149425
6.85,0.000149426
6.86,0.000149426
6.87,0.000149427
6.88,0.000149428
6.89,0.000149428
6.9,0.000149429
6.91,0.000149429
6.92,0.00014943
6.93,0.00014943
6.94,0.000149431
6.95,0.000149431
6.96,0.000149432
6.97,0.000149433
6.98,0.000149433
6.99,0.000149434
7,0.000149434
7.01,0.000149435
7.02,0.000149435
7.03,0.000149436
7.04,0.000149436
7.05,0.000149437
7.06,0.000149438
7.07,0.000149438
7.08,0.000149439
7.09,0.000149439
7.1,0.00014944
7.11,0.00014944
7.12,0.000149441
7.13,0.000149441
7.14,0.000149442
7.15,0.000149443
7.16,0.000149443
7.17,0.000149444
7.18,0.000149444
7.19,0.000149445
7.2,0.000149445
7.21,0.000149446
7.22,0.000149446
7.23,0.000149447
7.24,0.000149448
7.25,0.000149448
7.26,0.000149449
7.27,0.000149449
7.28,0.00014945
7.29,0.00014945
7.3,0.000149451
7.31,0.000149451
7.32,0.000149452
7.33,0.000149453
7.34,0.000149453
7.35,0.000149454
7.36,0.000149454
7.37,0.000149455
7.38,0.000149455
7.39,0.000149456
7.4,0.000149456
7.41,0.000149457
7.42,0.000149458
7.43,0.000149458
7.44,0.000149459
7.45,0.000149459
7.46,0.00014946
7.47,0.00014946
7.48,0.000149461
7.49,0.000149461
7.5,0.000149462
7.51,0.000149462
7.52,0.000149463
7.53,0.000149464
7.54,0.000149464
7.55,0.000149465
7.56,0.000149465
7.57,0.000149466
7.58,0.000149466
7.59,0.000149467
7.6,0.000149467
7.61,0.000149468
7.62,0.000149469
7.63,0.000149469
7.64,0.00014947
7.65,0.00014947
7.66,0.000149471
7.67,0.000149471
7.68,0.000149472
7.69,0.000149472
7.7,0.000149473
7.71,0.000149473
7.72,0.000149474
7.73,0.000149475
7.74,0.000149475
7.75,0.000149476
7.76,0.000149476
7.77,0.000149477
7.78,0.000149477
7.79,0.000149478
7.8,0.000149478
7.81,0.000149479
7.82,0.00014948
7.83,0.00014948
7.84,0.000149481
7.85,0.000149481
7.86,0.000149482
7.87,0.000149482
7.88,0.000149483
7.89,0.000149483
7.9,0.000149484
7.91,0.000149484
7.92,0.000149485
7.93,0.000149486
7.94,0.000149486
7.95,0.000149487
7.96,0.000149487
7.97,0.000149488
7.98,0.000149488
7.99,0.000149489
8,0.000149489
8.01,0.00014949
8.02,0.00014949
8.03,0.000149491
8.04,0.000149492
8.05,0.000149492
8.06,0.000149493
8.07,0.000149493
8.08,0.000149494
8.09,0.000149494
8.1,0.000149495
8.11,0.000149495
8.12,0.000149496
8.13,0.000149496
8.14,0.000149497
8.15,0.000149498
8.16,0.000149498
8.17,0.000149499
8.18,0.000149499
8.19,0.0001495
8.2,0.0001495
8.21,0.000149501
8.22,0.000149501
8.23,0.000149502
8.24,0.000149502
8.25,0.000149503
8.26,0.000149504
8.27,0.000149504
8.28,0.000149505
8.29,0.000149505
8.3,0.000149506
8.31,0.000149506
8.32,0.000149507
8.33,0.000149507
8.34,0.000149508
8.35,0.000149508
8.36,0.000149509
8.37,0.00014951
8.38,0.00014951
8.39,0.000149511
8.4,0.000149511
8.41,0.000149512
8.42,0.000149512
8.43,0.000149513
8.44,0.000149513
8.45,0.000149514
8.46,0.000149514
8.47,0.000149515
8.48,0.000149515
8.49,0.000149516
8.5,0.000149517
8.51,0.000149517
8.52,0.000149518
8.53,0.000149518
8.54,0.000149519
8.55,0.000149519
8.56,0.00014952
8.57,0.00014952
8.58,0.000149521
8.59,0.000149521
8.6,0.000149522
8.61,0.000149522
8.62,0.000149523
8.63,0.000149524
8.64,0.000149524
8.65,0.000149525
8.66,0.000149525
8.67,0.000149526
8.68,0.000149526
8.69,0.000149527
8.7,0.000149527
8.71,0.000149528
8.72,0.000149528
8.73,0.000149529
8.74,0.000149529
8.75,0.00014953
8.76,0.000149531
8.77,0.000149531
8.78,0.000149532
8.79,0.000149532
8.8,0.000149533
8.81,0.000149533
8.82,0.000149534
8.83,0.000149534
8.84,0.000149535
8.85,0.000149535
8.86,0.000149536
8.87,0.000149536
8.88,0.000149537
8.89,0.000149538
8.9,0.000149538
8.91,0.000149539
8.92,0.000149539
8.93,0.00014954
8.94,0.00014954
8.95,0.000149541
8.96,0.000149541
8.97,0.000149542
8.98,0.000149542
8.99,0.000149543
9,0.000149543
9.01,0.000149544
9.02,0.000149545
9.03,0.000149545
9.04,0.000149546
9.05,0.000149546
9.06,0.000149547
9.07,0.000149547
9.08,0.000149548
9.09,0.000149548
9.1,0.000149549
9.11,0.000149549
9.12,0.00014955
9.13,0.00014955
9.14,0.000149551
9.15,0.000149551
9.16,0.000149552
9.17,0.000149553
9.18,0.000149553
9.19,0.000149554
9.2,0.000149554
9.21,0.000149555
9.22,0.000149555
9.23,0.000149556
9.24,0.000149556
9.25,0.000149557
9.26,0.000149557
9.27,0.000149558
9.28,0.000149558
9.29,0.000149559
9.3,0.000149559
9.31,0.00014956
9.32,0.000149561
9.33,0.000149561
9.34,0.000149562
9.35,0.000149562
9.36,0.000149563
9.37,0.000149563
9.38,0.000149564
9.39,0.000149564
9.4,0.000149565
9.41,0.000149565
9.42,0.000149566
9.43,0.000149566
9.44,0.000149567
9.45,0.000149567
9.46,0.000149568
9.47,0.000149569
9.48,0.000149569
9.49,0.00014957
9.5,0.00014957
9.51,0.000149571
9.52,0.000149571
9.53,0.000149572
9.54,0.000149572
9.55,0.000149573
9.56,0.000149573
9.57,0.000149574
9.58,0.000149574
9.59,0.000149575
9.6,0.000149575
9.61,0.000149576
9.62,0.000149576
9.63,0.000149577
9.64,0.000149578
9.65,0.000149578
9.66,0.000149579
9.67,0.000149579
9.68,0.00014958
9.69,0.00014958
9.7,0.000149581
9.71,0.000149581
9.72,0.000149582
9.73,0.000149582
9.74,0.000149583
9.75,0.000149583
9.76,0.000149584
9.77,0.000149584
9.78,0.000149585
9.79,0.000149585
9.8,0.000149586
9.81,0.000149587
9.82,0.000149587
9.83,0.000149588
9.84,0.000149588
9.85,0.000149589
9.86,0.000149589
9.87,0.00014959
9.88,0.00014959
9.89,0.000149591
9.9,0.000149591
9.91,0.000149592
9.92,0.000149592
9.93,0.000149593
9.94,0.000149593
9.95,0.000149594
9.96,0.000149594
9.97,0.000149595
9.98,0.000149595
9.99,0.000149596
10,0.000149597
